temperature_c,rainfall_mm,humidity_percent,solar_radiation_w_m2,soil_nutrients_index,soil_moisture_percent,soil_ph,organic_matter_percent,electrical_conductivity_ds_m,soil_type,area_type,crop_yield_ton_per_hectare
32.36,405.97,39.5,322.8,69.57,45.43,7.02,4.15,1.91,peat,arid,2.47
22.82,1339.72,51.32,259.77,62.44,35.8,5.95,1.29,0.84,silt,inland,2.61
34.79,162.72,21.99,288.55,45.28,25.16,6.8,3.1,0.67,clay,arid,1.48
23.59,487.41,50.92,275.0,46.46,25.95,6.51,3.19,0.8,silt,inland,1.59
24.33,1952.13,80.75,216.78,51.78,43.79,6.7,2.75,0.65,chalk,riverine,1.91
28.08,1213.74,72.81,195.39,82.01,29.89,7.72,1.62,0.67,chalk,hilly,3.27
33.51,0.0,27.06,278.32,112.16,47.61,8.21,2.33,1.01,loam,arid,1.64
26.59,1003.98,75.51,179.88,65.83,32.29,6.58,4.16,1.45,loam,riverine,1.75
23.62,805.52,65.0,193.14,54.18,37.71,6.3,3.98,2.25,clay,riverine,1.48
23.09,1410.57,68.42,208.87,52.91,28.37,5.73,2.14,0.59,chalk,hilly,2.28
24.89,1279.42,77.31,206.36,62.01,41.52,7.54,3.41,1.2,peat,coastal,2.21
22.02,1204.75,77.42,167.28,85.91,39.47,6.41,2.94,0.85,silt,hilly,2.08
34.04,307.63,24.83,247.16,46.63,50.38,8.3,5.14,0.88,peat,arid,1.09
25.18,1683.36,70.62,266.3,34.01,48.27,6.97,2.33,1.81,loam,coastal,1.58
22.08,1179.24,69.86,237.81,38.95,29.3,6.15,2.04,1.76,silt,inland,0.5
24.37,1520.61,85.4,228.8,67.8,36.31,5.81,2.76,0.96,chalk,tropical,2.6
38.01,225.4,22.36,300.37,33.9,24.97,7.02,4.87,1.42,silt,arid,1.33
35.34,1627.99,91.06,326.66,39.09,36.13,5.99,4.25,1.49,silt,tropical,1.41
27.26,1142.29,71.28,202.28,45.04,36.94,6.38,4.45,0.78,clay,tropical,2.45
25.88,1821.4,54.72,211.37,34.16,27.99,6.85,1.55,0.13,sandy,coastal,2.07
27.76,890.12,67.47,266.63,35.2,62.6,7.44,4.37,1.29,sandy,inland,2.02
25.77,1184.77,93.44,173.31,42.88,38.84,8.5,3.55,1.12,peat,hilly,1.14
24.8,1728.24,76.02,228.84,27.02,18.82,7.26,4.13,0.46,sandy,coastal,1.81
30.98,1517.92,63.1,320.69,63.25,39.44,5.79,6.27,1.08,peat,inland,2.05
24.4,792.62,75.79,133.08,52.05,37.39,7.93,7.84,0.68,clay,hilly,1.59
24.2,1695.6,79.41,157.3,68.94,15.47,6.96,3.71,0.1,sandy,hilly,2.56
28.2,975.93,52.23,260.89,63.94,35.12,7.08,2.39,0.73,silt,inland,2.02
16.54,1288.78,79.22,195.31,64.87,39.61,7.06,1.87,1.4,chalk,hilly,2.43
35.0,254.19,38.52,301.6,93.74,16.11,5.71,4.25,1.9,silt,arid,2.5
25.38,142.01,28.77,233.13,45.09,26.93,5.36,3.63,0.77,peat,arid,0.5
28.11,1451.45,64.81,139.38,46.66,45.61,6.49,2.96,0.92,peat,coastal,1.92
18.12,1571.26,70.27,216.77,50.42,22.71,7.08,3.94,0.92,clay,hilly,2.21
18.06,1816.45,76.21,191.4,47.74,36.51,5.86,3.3,1.34,silt,hilly,1.9
24.7,1466.0,53.72,317.84,38.58,26.72,6.29,2.9,1.65,sandy,inland,1.4
36.75,139.67,34.39,280.95,96.73,28.29,5.32,3.54,1.73,sandy,arid,2.09
27.58,1960.44,73.57,209.7,71.13,16.05,5.76,5.43,1.49,sandy,tropical,1.65
28.09,2191.97,70.92,226.26,42.66,19.44,7.61,4.36,1.98,clay,coastal,1.36
27.44,1283.84,88.54,197.49,30.02,30.0,6.51,5.74,1.2,silt,riverine,1.99
31.08,396.73,38.18,330.86,55.57,27.8,5.49,1.29,2.77,loam,arid,1.45
22.05,1463.43,44.52,281.69,65.3,37.31,4.53,3.19,2.32,silt,inland,2.03
29.92,1730.39,83.44,161.02,86.06,70.15,7.01,5.13,0.86,peat,coastal,2.92
29.89,2419.92,88.53,269.36,66.61,28.45,8.11,3.59,1.65,clay,tropical,3.03
20.44,2058.68,79.89,250.43,52.32,10.87,7.61,3.64,0.39,clay,riverine,2.63
27.82,1040.16,74.62,160.28,30.15,42.37,5.07,2.57,1.84,loam,coastal,1.64
34.75,124.24,48.36,303.35,48.12,46.03,7.29,3.77,1.52,peat,arid,1.27
23.81,2676.93,98.74,213.64,67.85,17.37,6.51,3.71,0.91,sandy,tropical,2.18
23.12,1147.83,60.79,224.1,53.28,53.89,6.45,4.22,1.52,sandy,riverine,2.21
23.18,668.34,55.85,302.4,74.22,34.86,8.06,4.21,1.15,sandy,inland,1.57
26.94,1590.05,64.54,237.79,81.25,47.8,7.41,0.65,0.86,chalk,coastal,1.89
29.95,188.23,45.63,250.55,48.54,35.37,7.0,4.35,0.38,chalk,arid,0.92
18.94,715.35,58.23,265.02,60.57,26.03,6.22,3.16,1.65,clay,inland,1.41
29.59,2011.36,92.78,256.09,52.02,27.55,7.83,3.05,0.6,silt,tropical,2.03
26.8,1764.81,72.4,251.14,61.11,36.41,6.41,2.95,1.22,silt,coastal,1.84
25.41,1448.85,57.29,235.07,73.0,27.54,7.28,3.72,1.48,silt,hilly,1.81
30.41,260.77,10.0,275.44,49.04,25.27,7.62,2.78,1.15,peat,arid,1.41
36.9,325.5,24.75,312.27,62.26,49.44,5.09,4.81,1.17,loam,arid,1.55
10.03,1100.73,60.92,228.37,56.13,30.76,7.01,3.66,0.89,loam,hilly,2.06
24.7,1029.36,68.21,248.99,96.71,61.29,6.64,3.85,1.44,loam,inland,2.44
39.09,145.58,36.84,226.58,31.19,32.4,8.5,4.36,0.95,sandy,arid,0.78
28.54,1067.07,54.83,225.38,70.94,25.5,6.14,2.92,0.73,silt,inland,1.63
33.19,1714.86,87.63,221.66,48.93,28.51,8.38,3.91,1.89,loam,tropical,1.91
21.79,1044.16,64.2,203.12,70.82,22.28,7.86,5.28,1.72,loam,hilly,1.68
33.77,1261.42,55.77,301.76,27.54,29.49,6.57,2.66,2.05,sandy,inland,1.24
29.34,2354.86,78.26,212.57,61.77,48.81,6.13,2.9,0.64,loam,tropical,2.89
26.47,1063.93,69.84,172.17,55.73,28.27,5.98,4.76,1.14,loam,coastal,2.16
35.27,346.21,30.6,251.98,50.8,48.16,6.81,4.31,0.24,silt,arid,1.64
24.05,1364.98,81.44,208.62,41.91,5.0,7.79,4.38,1.38,sandy,hilly,0.99
33.6,1718.05,54.48,225.57,87.54,26.03,6.78,3.44,2.26,clay,coastal,2.5
25.1,1407.83,87.91,231.01,37.27,20.25,6.73,5.13,1.19,peat,coastal,1.24
25.86,1812.89,75.26,144.47,51.67,35.91,8.5,3.74,1.6,clay,coastal,1.96
29.43,1121.71,55.61,259.11,40.81,26.71,7.17,4.06,1.57,silt,inland,1.05
29.09,479.13,44.24,281.6,11.17,47.31,6.02,3.3,0.38,chalk,arid,0.7
15.6,1328.08,62.33,212.35,79.8,17.11,7.01,3.57,0.93,clay,hilly,2.48
25.56,898.31,74.51,187.97,78.29,49.19,5.49,2.72,1.05,chalk,riverine,2.28
29.45,2608.13,77.18,212.95,53.83,29.04,5.76,2.75,0.93,silt,riverine,1.95
30.79,329.94,32.78,301.28,46.31,18.0,7.61,3.17,1.05,sandy,arid,1.19
37.32,323.42,32.2,327.58,76.66,49.04,6.9,4.72,0.77,loam,arid,1.45
40.79,287.11,40.23,320.76,56.92,45.36,6.45,2.52,1.13,sandy,arid,1.35
26.86,2240.99,78.89,283.95,60.58,28.4,4.5,3.58,1.34,sandy,tropical,2.24
30.43,1747.26,77.44,300.42,38.84,66.56,7.07,3.75,2.82,sandy,tropical,2.61
39.01,2200.34,74.43,192.17,58.01,52.78,7.18,3.0,0.5,sandy,tropical,2.56
28.56,2029.14,75.87,197.63,84.56,59.7,8.5,3.14,2.0,clay,tropical,3.61
35.51,209.26,32.5,312.72,64.36,5.0,5.89,4.52,1.07,sandy,arid,0.97
32.72,684.78,40.77,250.05,10.0,59.65,7.24,3.21,1.36,sandy,arid,1.2
29.31,1981.6,80.93,252.77,109.66,34.48,5.11,4.29,1.77,clay,riverine,3.73
21.77,1164.59,60.72,189.36,44.84,27.73,5.32,3.33,1.96,peat,hilly,1.08
29.66,1328.74,69.01,289.98,81.73,5.0,7.33,2.67,0.45,clay,riverine,1.6
27.05,1418.89,55.84,183.13,62.14,45.91,5.92,2.4,0.52,silt,riverine,1.99
16.8,1491.77,68.13,212.55,45.65,13.18,5.39,2.62,2.0,chalk,hilly,1.27
14.91,1981.72,81.98,172.52,66.66,35.77,6.11,4.58,0.71,chalk,hilly,2.59
32.52,1119.6,70.45,182.74,50.67,46.77,5.27,3.63,2.15,silt,riverine,1.46
25.11,1271.3,74.37,231.84,66.16,32.84,6.24,3.8,1.37,sandy,riverine,1.2
26.11,3134.91,89.35,248.61,18.27,69.98,7.2,3.32,0.76,loam,riverine,2.29
16.25,1380.84,65.26,167.41,84.92,14.43,6.3,3.53,1.27,loam,hilly,1.85
28.24,1879.27,68.11,212.59,38.9,24.76,6.06,3.64,0.1,chalk,hilly,1.73
30.28,1510.3,86.26,243.49,51.96,43.06,6.44,4.3,1.08,chalk,tropical,1.47
31.91,111.1,40.94,297.38,50.91,51.64,5.08,3.05,2.4,silt,arid,1.38
16.57,1921.73,71.42,147.21,60.91,45.96,6.69,4.1,2.09,clay,hilly,2.54
31.89,451.64,53.8,251.54,84.31,40.72,6.84,3.23,0.86,chalk,inland,2.44
15.34,1444.87,85.75,241.46,61.92,28.58,5.19,3.76,0.98,loam,hilly,2.07
23.26,1847.8,81.22,228.12,56.19,35.88,6.63,2.71,1.08,chalk,hilly,2.38
34.78,208.56,27.62,279.76,79.78,39.55,6.93,3.58,1.38,clay,arid,1.87
21.0,2027.14,81.19,213.77,55.07,37.59,7.26,5.76,1.5,chalk,riverine,2.19
28.92,2200.99,81.07,234.68,38.22,44.49,6.55,4.31,1.77,silt,tropical,2.25
30.34,1776.17,80.91,257.31,42.89,16.54,7.24,1.96,0.1,peat,coastal,1.93
23.76,1943.82,57.4,233.65,68.44,49.64,6.85,3.45,0.7,peat,riverine,2.32
29.85,2068.99,86.1,245.89,89.46,44.24,6.28,2.19,1.83,chalk,riverine,3.07
33.64,327.16,44.24,276.74,41.07,52.04,7.38,3.14,0.31,peat,arid,1.28
25.88,2259.85,86.09,279.54,58.09,35.15,7.61,1.86,1.73,chalk,tropical,2.49
26.08,936.76,61.15,228.55,60.33,29.1,6.24,4.1,0.83,loam,inland,1.88
30.4,2053.22,74.04,222.49,84.97,25.24,5.19,2.47,0.99,peat,coastal,2.62
29.53,2969.63,84.76,191.3,76.09,44.24,6.1,3.23,0.89,peat,tropical,3.06
27.01,1538.25,78.62,194.23,14.72,35.68,6.61,4.11,1.83,clay,riverine,1.5
32.86,1948.34,80.71,249.52,61.71,16.7,5.38,2.97,1.76,loam,tropical,2.22
34.4,87.71,26.07,270.58,73.35,18.47,5.86,0.5,0.25,loam,arid,1.51
30.8,1705.59,74.16,231.65,68.99,27.42,7.97,5.35,0.81,loam,tropical,2.82
22.17,1419.55,70.7,194.25,46.26,47.05,4.78,3.41,2.37,sandy,hilly,1.63
37.67,2013.16,76.69,155.07,71.55,43.34,6.27,1.87,2.44,loam,tropical,2.68
27.69,2445.87,60.68,188.39,29.94,42.64,7.49,3.14,1.13,chalk,coastal,2.72
36.57,1284.55,86.37,231.28,20.57,28.09,6.89,3.11,0.44,chalk,tropical,1.4
21.33,1072.09,32.79,284.89,49.25,41.96,8.38,2.04,0.93,peat,inland,0.73
16.98,1074.28,83.23,193.72,61.32,33.83,7.1,3.34,1.41,peat,hilly,1.68
30.61,2467.57,65.22,121.14,30.34,41.29,7.41,3.76,0.1,chalk,coastal,2.46
29.67,1698.69,79.91,288.76,83.91,20.87,5.23,3.38,0.98,chalk,coastal,2.94
21.29,1434.92,80.17,212.39,76.75,16.49,8.5,1.61,1.57,silt,riverine,1.4
32.22,399.26,10.0,244.21,53.26,23.61,7.58,3.37,1.52,peat,arid,1.87
36.7,193.9,43.27,357.21,68.9,39.13,5.86,2.43,0.42,chalk,arid,1.54
13.9,1363.7,57.3,220.24,81.25,5.0,6.6,4.1,2.38,silt,hilly,1.96
25.17,2397.12,68.48,190.81,62.67,44.92,5.34,2.41,0.56,loam,coastal,1.67
29.75,1694.38,84.83,171.92,58.49,32.99,5.33,5.53,2.19,clay,riverine,2.59
25.82,1292.46,59.74,188.87,70.01,40.15,8.03,3.71,1.74,silt,inland,2.31
35.22,1393.31,73.65,192.59,73.4,15.62,5.31,4.0,1.56,clay,tropical,1.82
33.06,3437.89,78.45,309.84,97.72,40.39,6.74,3.55,0.98,clay,tropical,3.93
36.57,2055.18,78.4,227.38,68.73,35.89,7.31,2.66,0.1,chalk,tropical,2.48
34.64,482.42,36.74,291.04,76.36,35.8,6.07,5.95,1.12,clay,arid,1.8
27.92,1994.53,70.39,208.41,47.68,28.56,4.89,4.57,0.88,silt,coastal,2.1
26.07,1397.71,80.77,180.95,47.86,23.53,6.07,3.8,0.66,loam,coastal,1.5
25.74,799.38,70.85,237.96,75.62,18.07,5.78,3.25,1.27,clay,inland,1.34
36.33,57.64,46.95,319.46,31.44,68.28,6.22,2.35,0.37,chalk,arid,1.4
31.16,985.12,62.88,231.02,60.48,27.37,6.23,2.13,1.48,clay,inland,1.78
28.73,1350.89,66.91,192.68,54.16,48.92,7.06,6.12,1.25,peat,coastal,1.58
28.98,695.33,70.79,185.89,21.97,35.65,6.0,3.64,1.22,chalk,tropical,1.38
40.2,117.84,25.4,295.61,45.49,20.69,6.09,3.22,1.35,loam,arid,0.5
34.74,297.61,28.57,293.76,45.29,21.86,6.44,1.91,0.39,silt,arid,1.67
39.93,239.16,36.01,331.64,50.82,34.23,7.12,2.05,1.8,clay,arid,1.29
29.33,885.3,80.98,210.48,73.02,34.95,6.02,3.59,1.18,peat,riverine,1.83
32.06,1210.56,70.63,197.44,63.88,37.49,6.48,0.5,1.52,clay,riverine,1.66
32.34,2577.14,77.47,261.98,65.19,52.71,7.86,1.51,0.38,chalk,tropical,1.94
25.15,1680.65,81.82,267.28,71.77,30.27,6.53,3.94,1.16,loam,riverine,3.01
38.07,389.82,32.05,239.43,43.71,30.03,7.18,2.22,1.38,loam,arid,1.35
33.87,961.7,74.61,204.74,71.49,32.98,7.03,2.02,1.22,loam,riverine,1.13
30.8,2219.3,73.07,215.84,68.08,19.29,8.12,3.98,1.96,sandy,riverine,2.24
17.1,1221.6,77.08,156.96,62.93,47.12,5.84,2.19,0.74,silt,hilly,1.81
34.89,172.7,13.29,292.36,118.97,20.3,5.86,3.52,1.05,loam,arid,2.42
29.91,1821.95,68.4,214.6,77.93,32.81,7.43,3.74,0.48,chalk,riverine,2.01
24.81,3077.99,81.07,262.14,99.65,42.86,6.26,4.65,0.65,chalk,tropical,3.45
31.3,1770.89,79.14,183.56,75.96,21.81,4.76,3.64,1.26,clay,riverine,1.83
20.69,1373.01,79.15,212.7,58.36,33.72,7.25,3.01,0.1,clay,riverine,1.94
35.06,104.46,28.17,332.42,42.23,30.38,7.96,4.05,1.25,peat,arid,1.04
27.58,1074.74,87.09,258.04,66.56,39.37,7.09,4.39,0.25,clay,riverine,2.02
16.17,1486.26,67.77,165.99,74.91,10.03,7.31,3.24,1.67,clay,hilly,1.62
19.86,1632.12,72.14,260.18,21.01,21.97,7.36,3.74,0.79,peat,hilly,0.84
24.04,1190.45,86.73,238.89,42.85,34.81,6.73,3.7,1.3,loam,riverine,1.56
25.42,144.77,17.1,335.18,42.23,28.16,6.22,5.2,0.72,chalk,arid,1.03
30.81,1778.29,86.24,247.03,45.95,33.41,6.46,1.62,0.45,clay,coastal,2.14
29.12,1596.62,60.59,208.68,39.63,24.83,5.88,3.93,2.22,clay,coastal,1.81
25.94,1068.47,62.36,247.84,31.66,35.5,6.63,3.19,0.1,sandy,inland,1.09
21.1,1145.61,64.82,224.66,94.17,14.58,6.1,2.44,1.16,chalk,hilly,1.31
26.68,1695.19,80.24,189.7,46.62,31.23,6.32,4.26,0.48,loam,coastal,2.21
24.07,373.91,73.02,300.06,54.0,34.33,6.14,3.86,1.01,loam,inland,1.09
30.81,1868.82,63.23,200.64,82.4,31.59,6.88,2.65,0.84,peat,coastal,1.93
30.46,152.89,31.12,284.82,36.5,27.15,6.67,4.35,0.89,sandy,arid,1.01
30.2,1717.99,88.75,188.24,64.88,29.15,6.79,3.82,0.84,sandy,riverine,2.73
21.47,1419.25,74.99,225.1,35.16,14.99,6.79,4.05,0.1,clay,hilly,1.47
31.4,1656.28,74.92,257.04,58.47,49.63,8.5,7.06,0.1,clay,coastal,2.0
41.56,259.76,33.2,296.19,69.13,31.42,6.65,1.34,0.84,loam,arid,1.61
18.06,995.15,52.38,205.05,27.49,50.44,6.53,2.59,1.9,chalk,inland,0.86
36.26,240.62,43.7,298.91,92.89,42.27,6.65,2.92,1.85,silt,arid,1.77
21.17,948.99,36.91,281.01,35.8,43.23,6.95,4.0,1.52,clay,inland,0.82
32.15,1685.2,76.95,273.63,90.84,41.37,6.94,3.17,1.28,peat,coastal,2.38
26.95,932.69,89.26,194.75,47.89,33.59,6.93,3.53,0.1,loam,riverine,1.67
29.31,2802.37,99.67,214.49,89.26,34.96,5.97,5.34,1.83,loam,tropical,3.61
29.98,1828.15,92.23,202.11,61.6,44.07,6.21,3.08,1.38,loam,riverine,2.41
35.39,191.13,53.33,281.9,73.0,28.34,6.37,4.5,1.15,sandy,arid,1.49
28.47,2346.27,73.56,252.46,86.68,45.31,4.71,3.79,1.39,peat,tropical,2.69
18.67,1290.43,68.62,167.64,61.61,36.2,7.61,0.5,0.75,peat,hilly,1.27
26.4,1719.59,97.23,216.84,29.61,63.2,6.98,1.27,0.9,silt,tropical,1.64
32.38,1989.75,76.09,193.26,55.99,55.1,8.01,4.77,1.95,sandy,riverine,2.59
20.43,2168.45,56.53,190.2,102.53,29.15,5.4,3.87,1.19,peat,hilly,2.77
30.72,1748.32,76.34,131.17,52.52,18.72,5.91,1.96,1.44,chalk,coastal,1.47
28.61,1983.63,73.92,208.21,93.56,45.79,6.92,3.45,1.21,loam,coastal,3.16
38.99,321.26,38.92,374.26,77.47,32.14,5.61,3.91,1.23,sandy,arid,1.93
29.04,2006.49,93.87,226.23,74.21,34.4,5.79,4.59,0.89,chalk,tropical,2.14
27.65,1468.84,81.8,223.41,51.38,38.16,5.87,2.72,1.08,silt,hilly,2.27
16.69,1643.14,74.64,215.72,57.25,16.52,6.34,3.04,1.27,sandy,hilly,3.17
36.5,2320.38,79.04,202.68,65.27,36.27,5.37,4.32,1.03,peat,tropical,2.01
27.26,1467.45,71.24,207.05,20.6,32.74,7.57,5.14,0.22,silt,riverine,0.99
23.72,990.16,77.73,316.47,73.88,37.83,4.76,4.83,0.56,loam,coastal,2.83
29.82,1310.25,84.99,291.2,92.49,42.9,4.5,3.89,1.0,chalk,riverine,2.44
26.54,1290.59,81.1,299.33,69.36,32.84,7.04,3.72,1.14,sandy,coastal,1.84
21.32,1483.37,65.25,170.49,91.59,43.0,5.54,4.16,1.48,chalk,hilly,3.03
31.32,230.66,54.31,211.91,59.62,30.94,7.26,2.97,0.37,loam,arid,1.54
35.23,2216.72,71.91,241.58,74.02,17.33,5.88,5.55,0.55,chalk,coastal,2.08
22.84,1527.05,43.14,191.16,71.66,34.71,5.68,2.96,1.41,sandy,inland,2.26
22.78,1548.14,70.9,191.55,36.97,24.77,5.85,4.4,1.46,sandy,hilly,1.63
27.87,1832.29,89.63,284.78,85.27,30.97,7.32,3.82,2.18,peat,tropical,2.44
32.73,1690.98,70.67,303.26,33.49,37.43,5.81,4.74,1.1,loam,tropical,2.29
22.12,1600.63,79.36,305.85,51.98,45.49,6.57,2.95,0.57,clay,riverine,2.59
27.04,2011.93,82.35,249.65,45.33,48.01,6.16,2.11,0.94,clay,riverine,1.88
23.76,1719.45,73.74,222.88,69.66,34.54,7.06,4.12,0.1,loam,hilly,2.3
26.04,428.1,72.6,226.39,24.75,29.15,4.9,2.8,0.52,peat,riverine,0.54
25.03,1668.73,76.08,199.43,46.9,36.95,6.08,2.93,0.79,silt,riverine,1.66
22.74,1574.16,70.06,131.36,74.39,34.79,5.84,4.57,1.42,clay,hilly,2.62
22.93,2021.36,64.81,246.88,39.35,15.12,6.41,3.11,0.66,clay,coastal,1.39
17.83,1299.37,53.44,195.88,95.36,51.84,5.81,2.47,1.36,silt,hilly,2.84
12.07,1123.38,65.14,217.19,50.58,36.32,6.52,3.29,0.43,clay,hilly,2.18
27.69,1655.5,84.0,190.66,33.64,34.0,5.41,2.33,0.93,loam,riverine,1.23
27.04,578.22,57.81,216.9,61.97,41.76,5.0,1.86,0.6,loam,inland,1.56
30.39,2205.08,84.68,220.64,47.42,33.65,5.5,4.04,1.32,sandy,tropical,2.47
28.74,1794.15,74.54,200.71,64.42,49.82,4.99,0.5,1.13,peat,riverine,1.8
30.13,1892.55,70.52,275.94,81.21,46.95,4.5,3.33,1.26,chalk,coastal,3.03
26.53,158.57,26.09,259.56,67.18,37.88,6.96,5.24,0.82,clay,arid,1.95
26.5,2432.3,64.15,233.82,51.21,62.29,6.6,3.34,0.57,silt,coastal,2.21
30.65,2631.91,84.39,269.09,33.6,21.3,7.93,3.76,1.24,loam,tropical,1.62
41.24,164.55,34.02,276.3,62.31,30.34,6.17,4.72,1.31,sandy,arid,0.51
12.16,945.17,69.65,168.99,73.49,34.93,6.93,3.19,2.06,peat,hilly,2.04
22.96,1236.78,64.01,299.83,78.55,32.57,6.3,5.21,1.02,peat,inland,1.41
28.1,988.87,74.58,247.5,78.86,31.79,6.67,4.0,1.18,silt,inland,2.55
31.13,1756.6,80.04,224.95,57.57,54.4,7.93,1.58,1.05,chalk,tropical,2.5
27.88,1101.64,75.47,231.53,34.65,44.73,6.16,4.14,0.14,chalk,riverine,1.07
26.32,2250.39,87.93,290.23,59.91,54.93,6.67,3.51,0.81,silt,tropical,2.77
20.93,741.5,68.71,226.58,80.67,55.69,7.06,3.73,1.46,clay,inland,1.81
31.16,245.09,31.0,315.42,34.3,22.29,6.18,4.89,1.54,peat,arid,1.2
30.89,208.67,35.02,289.77,72.0,28.05,7.51,2.78,0.16,sandy,arid,1.61
24.31,1082.92,81.49,195.87,40.57,24.45,6.84,3.96,1.56,clay,riverine,1.05
28.21,1279.36,83.28,217.58,62.28,53.02,5.57,3.85,1.18,clay,coastal,2.26
18.07,2069.07,63.15,212.07,78.84,18.39,7.82,4.83,0.61,peat,hilly,2.1
27.78,1423.43,77.24,214.03,47.87,41.29,7.45,2.98,0.1,loam,riverine,1.47
35.86,239.41,36.26,309.86,62.44,29.41,5.6,5.52,1.65,clay,arid,1.59
10.9,1337.42,71.1,126.04,38.51,19.76,6.14,0.5,1.93,loam,hilly,1.04
30.34,2987.35,85.99,212.0,38.59,10.47,7.73,6.49,0.66,peat,tropical,2.3
42.89,78.12,29.45,346.21,56.36,30.33,6.63,5.93,1.85,silt,arid,1.33
34.07,343.21,45.2,328.52,120.0,32.1,6.73,5.94,2.05,silt,arid,3.26
28.64,159.83,32.75,317.86,30.0,50.88,6.78,4.79,0.29,sandy,arid,1.27
27.97,1402.27,69.47,252.93,77.76,28.12,6.9,2.74,1.34,peat,coastal,2.06
20.21,1654.1,85.51,244.11,58.55,22.27,5.96,0.57,1.84,peat,riverine,1.5
24.44,1614.73,93.73,187.09,44.34,20.45,6.57,2.95,1.26,chalk,tropical,1.76
27.75,1183.87,68.48,270.88,76.64,35.87,7.48,0.5,0.82,chalk,inland,1.71
27.99,1874.19,65.41,224.08,68.27,53.5,6.46,2.39,2.21,chalk,coastal,2.06
31.36,1165.94,71.53,188.37,91.52,55.54,7.04,6.84,1.75,peat,coastal,2.32
38.33,186.81,58.39,356.61,33.58,33.42,7.43,5.65,2.16,clay,arid,1.32
25.09,1347.01,88.18,211.88,77.85,32.42,5.6,4.36,1.02,silt,coastal,1.76
23.57,1172.3,87.49,217.23,110.88,51.12,5.67,3.92,1.57,clay,riverine,2.84
23.73,1705.13,77.52,235.61,46.47,18.1,7.08,5.42,2.5,silt,riverine,2.02
24.39,1369.79,73.93,222.41,63.63,48.01,6.38,2.37,0.92,silt,riverine,2.22
20.91,1141.18,55.43,292.43,77.96,35.58,6.47,2.55,0.73,silt,inland,2.26
24.63,1714.74,69.74,310.54,43.5,16.45,5.59,2.99,1.64,peat,coastal,2.25
27.23,1213.67,63.15,220.85,70.85,50.91,6.06,2.45,0.84,chalk,riverine,2.77
25.8,1377.35,81.58,213.82,56.56,42.05,6.67,5.15,1.55,loam,coastal,1.58
34.74,258.03,32.74,342.74,81.23,42.63,7.59,3.76,0.59,clay,arid,2.22
24.26,1149.31,75.33,251.44,59.16,55.71,7.36,3.59,2.21,chalk,tropical,1.65
28.86,1023.15,87.44,274.45,41.01,34.04,6.31,3.72,1.9,loam,riverine,2.23
27.38,746.6,71.96,296.53,71.82,32.62,5.58,5.12,1.96,silt,inland,2.24
32.69,197.61,34.63,330.94,64.86,43.62,6.28,4.02,0.71,chalk,arid,1.43
31.05,1710.49,83.64,198.25,47.86,43.94,7.22,4.43,1.79,chalk,coastal,2.17
33.19,1253.04,83.55,203.24,89.45,30.74,7.34,5.74,0.1,sandy,riverine,1.72
25.18,814.49,52.18,217.68,50.28,48.15,6.31,3.36,0.1,clay,inland,2.28
15.96,1457.9,70.75,184.2,83.63,41.55,7.29,4.94,1.71,peat,hilly,2.64
20.58,1712.78,76.71,238.8,73.24,33.24,8.03,1.72,1.55,clay,riverine,1.87
26.62,1846.32,87.51,269.51,69.0,41.18,7.08,3.4,2.21,sandy,riverine,1.95
27.93,1298.54,89.23,100.0,46.24,42.23,7.05,3.78,1.44,peat,coastal,1.52
26.88,1598.8,85.98,234.46,42.68,33.88,6.52,4.74,1.08,loam,tropical,2.74
24.61,2799.94,71.23,174.44,30.14,29.76,5.68,0.5,1.63,sandy,coastal,1.97
26.33,1389.91,80.33,222.25,71.18,27.98,5.95,2.25,2.44,chalk,tropical,2.46
17.93,1543.58,67.71,208.73,33.0,37.46,5.44,4.45,2.07,silt,hilly,1.68
32.8,210.46,27.07,294.8,98.83,44.44,5.33,2.75,0.82,loam,arid,2.65
36.13,364.85,35.75,181.06,59.47,33.66,5.23,2.83,1.49,silt,arid,2.23
31.78,1387.7,78.57,228.01,83.39,45.13,8.33,2.89,0.65,peat,riverine,2.42
37.76,570.73,37.4,325.4,85.37,24.39,6.91,3.25,1.46,loam,arid,2.12
26.9,1200.88,72.27,302.08,54.2,12.81,6.13,3.24,1.72,sandy,inland,1.79
26.72,1910.52,88.2,232.47,38.22,30.02,5.86,4.41,0.64,chalk,tropical,1.38
29.4,1865.83,72.73,148.71,55.58,35.0,6.45,2.85,0.31,sandy,coastal,2.1
23.63,1017.59,62.92,234.52,62.97,38.51,7.11,4.0,1.5,sandy,inland,2.47
25.04,1525.24,62.16,225.53,68.25,38.74,7.57,2.37,0.54,clay,inland,2.08
24.31,2216.05,75.09,184.4,67.17,41.04,5.67,5.15,1.43,clay,coastal,2.31
12.47,1455.97,90.25,235.7,64.84,41.46,6.53,3.26,1.48,chalk,hilly,1.4
31.98,309.69,20.63,292.8,69.26,15.23,6.03,3.85,1.42,sandy,arid,1.3
20.1,1020.91,60.93,179.04,69.5,37.05,5.2,2.88,1.25,sandy,hilly,2.02
21.63,1590.32,60.83,218.36,90.8,32.87,5.62,5.1,0.97,peat,hilly,2.82
34.06,457.99,22.41,356.65,46.77,40.13,6.03,5.17,1.1,chalk,arid,1.46
18.07,2054.24,76.44,159.48,84.41,21.13,6.76,4.1,1.01,sandy,hilly,2.75
